id;tweet;label
521;Pronostic Huesca - Lugo | 20/02/2022 Segunda Division https://t.co/voGDBQIfRP https://t.co/E1iJR5gbeA;NEU
522;@Rodrigo44926577 @Mr_InvisibleO @tutiofifa Oye bro y que me dices que de mi voy bien en el pase https://t.co/fA9dZnJULh;NEU
523;@Jaymzhd @Eved_Neeman Según esto pone que iba a ser en Aragón, no sé si al final lo habrán hecho. https://t.co/nRfbOFU7XA;NEU
524;QUE ME HA DEJADO DOS REGALITOS EN EL CUELLO🪨;NEU
525;@AsiEsMonterrey General Eléctric!! Morelos y Zaragoza,Centro de Monterrey.;NEU
526;@jesterjesus1 @zapater21 @Orlegi_Sports Sin duda yo solo comento mi opinión y alguna cosa que me entero pero sin má… https://t.co/5NQfK17d6i;NEU
527;@desiertodesara Si Soria ya funciona de predictor, arrasarán en Teruel y rascaran en las demás. Es que, por mucho q… https://t.co/TEdGaYiEuk;NEU
528;@inviernista_ wena po Heraldo Muñoz;NEU
529;☀️ Jaime I de Aragón: el rey que nació de una conspiración y cuyo nombre decidió un curioso ritual... https://t.co/V9EbnFbGlH;NEU
530;Zaragoza y Chiquita González confirman pláticas para pelear en homenaje a Nacho Beristáin https://t.co/6HOdk5eZSq a… https://t.co/PEvO7v5cNA;NEU
531;@J_Zaragoza_ Por eso respetaron la de Madrid.;NEU
532;JAJAJAJA si soy https://t.co/XfYmNLQEe5;NEU
533;@Uber_Support @JJEXLoL Se metieron con el Heraldo equivocado, 2 clientes menos;NEU
534;Las fuerzas estatales y federales de seguridad lograron detener a un grupo de 70 migrantes en el municipio de Juchi… https://t.co/KJzuQRxLGT;NEU
535;Pepe Zaragoza y Chema Peñalver: el jazz protagoniza el 'Sonora' en Castelló https://t.co/MfWKdcmTH3;NEU
536;El repicar de las campanas de la Catedral Basílica y en otras parroquias anunció a la grey católica de… https://t.co/S05wrl6rsd;NEU
537;@unodelarenfe @Carrington_BIO @eldiarioclm Es imposible que con 300 millones no mejores tiempos. Estamos hablando d… https://t.co/nWvvgFB0c4;NEU
538;@RubenArbaizar Ya sabemos entonces por qué no has marcado Teruel 😜😂😂😂;NEU
539;@xit_zaragoza Oww gracias por los ánimos bebek 🥰🤗 https://t.co/1dJ74DqukW;NEU
540;Bueno, me voy a poner el primer (el primero, primero del todo) capítulo de Pasión de Gavilanes. Voy a ir comentándo… https://t.co/p5zfy9OAko;NEU
541;@rebtain 1- Pelear contra los dos brutes con cañones en el conservatorio, morí tantas veces que perdí la cuenta;NEU
542;El internet ;NEU
543;@fiscal_es @ABaerbock @AuswaertigesAmt Huele a Mierda en la Fiscalia del Gobierno de España;NEU
544;Oviedo, España;NEU
545;@Alcaldia_Coy Que beneficios goza o quién es su padrino o cuánto les paga? El mecánico que está ubicado en Manuela… https://t.co/PJBKFGzdct;NEU
546;@fiscal_es La Fiscal General del Gobierno no es idónea e imparcial, ya no sólo por ser política, sino por sus compa… https://t.co/3C1vUrlpmr;NEU
547;@J_Zaragoza_ PIDO UN CORDÓN SANITARIO CONTRA EL PSOE!;NEU
548;" la ideolog… https://t.co/JkIaSllUrH""";NEU
549;@ricardomraphael @AdrianLarisC @heraldodemexico Lamento leer esto.;NEU
550;" pero encontró… https://t.co/zyJkn84bwD""";NEU
551;@garbo_media @InSitgesWeTrust @sitgesfestival @aangelsala @CCCspain @Cinesa Gran noticia pero en la lista hay 2 cin… https://t.co/bC0momLNuw;NEU
552;Protejan la vida - El Heraldo https://t.co/7srFIWB1Rq https://t.co/6S3ng4HeQE;NEU
553;@virgi_m13 Y a mi que pijo me importa que seas de la colonia de Aragón;NEU
554;@ivetteae Almacenes Blanco, era la competencia de Aurrerá, estaba en Zaragoza y Circuito Interior;NEU
555;Mi vida cada vez que tengo que irme de Zaragoza https://t.co/JHMMcxEVDz;NEU
556;@xit_zaragoza @AlexaGissara @FatimaAleG @justandrea_22 Seguro que si 😁 https://t.co/kexgb1TlCt;NEU
557;listo hermanas xiaother es canon lumine llama al heraldo del abismo para q te venga a buscar https://t.co/ixTpKljNMe;NEU
558;@AlexaGissara @FatimaAleG @xit_zaragoza @justandrea_22 jejeje prometo leerlo con calmita 😉😁 https://t.co/xviFy9ygpR;NEU
559;@Daru25810256 @heraldoes Constitución del 78 dígame quién voto en contra.Todos los partidos provenientes de la Espa… https://t.co/B83z8SAgaO;NEU
560;Quiero ir a Poza:( https://t.co/BcKBVszpc0;NEU
561;@pauapcp @AlexaGissara @FatimaAleG @justandrea_22 Pau, Andrea 👀 se que lo van a disfrutar. https://t.co/TIogkYvZ0N;NEU
562;A Bolsonaro se le puede equiparar con el arribismo de Musolini con Hitler, o con el típico pelele que se arrima al… https://t.co/WAAXiJPsnb;NEU
563;@zapater21 @RZGZ_inmortal Yo si lo compra aparte de mi real zaragoza ya tendrá dos fans más de sus equipos mexicano… https://t.co/oYFhfZFBr7;NEU
564;📷 En estos días de fantasías abandonadas de la razón, correteando por ahí y pariendo sus monstruos inquietos… | (en… https://t.co/pFYLQNuxUi;NEU
565;El equipo de EL HERALDO Plus le muestra en la siguiente ilustración la cantidad de asaltos registrados en el transp… https://t.co/dnDB0SDwLQ;NEU
566;📌 Resultad⚽️s 🗓 X16-2-2022;NEU
567;Costa del Sol;NEU
568;Continúa el paro de transporte pesado en la Villa de San Antonio, Comayagua ;NEU
569;Tegucigalpa, Honduras;NEU
570;@J_Zaragoza_ Viendo los comentarios tengo una cosa clara: Sois todos unos fascistas.;NEU
571;La Comarca de la Jacetania aprueba un presupuesto de 5,5 millones de euros para 2022 https://t.co/vMlswl6vzr;NEU
572;@aragon_memes Yo tengo un libro de cocina aragonesa y que conste que salen platos estupendos.;NEU
573;Teruel, Jabaloyas (España);NEU
574;Dios no puedo dormir estoy como un niño en la noche de reyes pero en vez de barbas con camellos viene un señor baji… https://t.co/uwmFyyxwco;NEU
575;@AlexaGissara @pauapcp @FatimaAleG @xit_zaragoza Hoy termine de leer un libro,mhm, como decirle ...;NEU
576;Turkey;NEU
577;@mndres Lo mismo que Pedro Sánchez con Teruel Existe.;NEU
578;@4pisshimbochan Yo en Teruel;NEU
579;@_naomiwa Te la re mamaste;NEU
580;El presidente municipal de la Ignacio Zaragoza afirmo, que va a apoyar a las familias y que revisarán las instalaci… https://t.co/4mkinaESvU;NEU
581;@ricardomraphael @INEMexico Estimado @ricardomraphael, ¿Está usted en el padrón de proveedores del INE aunque nunca… https://t.co/BdAjjZRgWZ;NEU
582;Dos años y contando... Senado frena nuevamente el anteproyecto para la regulación de la marihuana | El Heraldo de M… https://t.co/tvHfObSlr5;NEU
583;@Clau1368 @Clau1368  hola Clau soy Zaragoza estare unos dias en buenos aires quisiera poder invitarte a cenar.;NEU
584;@DanielRodOrd @PepHernandez4 @Tomillar63 @sabina66801497 @vlc_JI @POZI1972 @BEsquiliche @CtzenCaneSpain @ACV___… https://t.co/L7NcppTYWF;NEU
585;@pauapcp @FatimaAleG @xit_zaragoza @justandrea_22 Jijijijiji, ✨no me arrepiento✨;NEU
586;Worldwide;NEU
587;@sfph25 Si eres inge;NEU
588;@FletaJuan @JaviSantamarta Zaragoza tiene muchos rincones. Leí que la llamaban la Florencia española antes de Napol… https://t.co/LJU9mVN31I;NEU
589;@TELMEXSoluciona Sin internet ni línea telefónica en zona Valle de Aragon. Varios vecinos reportan lo mismo;NEU
590;@AlexaGissara @FatimaAleG @xit_zaragoza @justandrea_22 Yo iba pasando tranqui/aburrida jaja y me topo con una recom… https://t.co/eU15OnVl79;NEU
591;@MayaMS0 @lilith_caronte Cuidado con lo que dices de los geminis que el diablo es nuestro heraldo no nos bajes el rango. Jajajajaja;NEU
592;10.1 - Heraldo TV/ Tiempo de Negocios/ José Antonio Contreras, CEO de @ConteconMzoOf, anunció inversión por 230 mdd… https://t.co/N61RrRfwhr;NEU
593;Se activa #AlertaAmber para localizar a la menor de 17 años de edad, de nombre Jennifer García Aragón, fue vista po… https://t.co/cQmS7xQeio;NEU
594;@Arouet_V @ricardomraphael @AdrianLarisC @heraldodemexico El Heraldo de México es del gobierno???? 😱;NEU
595;Yo: esperando el puente con ansias.;NEU
596; turolense eres pero estudias en la universidad de Zaragoza;NEU
597;@HernanGomezB @mariocampos Excelente artículo Mario, desnudas a un candidato que aún no se da cuenta que ya preside… https://t.co/ft31yhPOz7;NEU
598;Polémica con el 'Rincón del Beso' de Teruel: ¿se parece la escultura al logo del PP? https://t.co/zNKGJu0s8v;NEU
599;@srchinasky @vicentsempere Por nuevo centro, torres de serrano, plaza zaragoza, av del puerto.;NEU
600;EL HERALDO Plus también contabilizó 456 denuncias de asaltos en taxis, las unidades de transporte que en su tiempo… https://t.co/rXKsDTYaPM;NEU
601;@Hans2412 Pero el director de El Heraldo es Riva Palacios. Si se trata de golpeteo él es un experto. Ni de broma co… https://t.co/kYdJsFzWro;NEU
602;@apache448 @JODACAL21 @heraldoes A mamarla a Parla, amigos de @vodafone_es que no sois más pesados con las llamadas… https://t.co/3dXBNiYPS4;NEU
603;@Devi97101665 @oscarfc En Zaragoza la primera sala de cine abrió en 1994, pero tú mismo.;NEU
604;@Krry_On @Zequiodzilla @ASUS_ib @PC_Box Esa es nueva y es buena . Critical Role !!!;NEU
605;@richiiygaby Bosques de Aragón ☺️;NEU
606;@andres_trasado @oscarfc Es del 1985 la fui a ver en estreno  ,yo entonces vivía en Zaragoza tenía 15 años.;NEU
607;@inyustificado @Zequiodzilla @ASUS_ib @PC_Box Que paso ? :(;NEU
608;@reallyurii @jootita A mí lo máximo q he conseguido ha sido q me siguiera un tío de 43k seguidores en tw q es de Za… https://t.co/B7lJTsjOFZ;NEU
609;@volantinsincoIa Tenés que llevarlo donde Nico Teruel,amigo de Alvie y de la familia. El no te va a hacer la del opa jamás;NEU
610;@PelucoJr @Medical_herbb @Zequiodzilla @ASUS_ib @PC_Box Antiestres XD;NEU
611;@CarLon_2020 No había manera Carmelita! Angélica Aragón y Don Fernando Luján eran geniales, Ari Telch también lo hizo muy bien;NEU
612;@hermanntertsch No se olvide de la radio del pequeño dictador de Teruel , q se está luciendo con el asunto de los q… https://t.co/DdhgAM6d3D;NEU
613;Oferta Trabajo: Analistas Programadores https://t.co/d9j9gSI10v;NEU
614;Bueno voy anunciando por aquí mi nuevo proyectito, me voy a trabajar a un pueblo de Teruel a un hotelito rural en c… https://t.co/QOk7G0of6k;NEU
615;EL HERALDO Plus conoció de varios casos de asaltos en el transporte público, pero ninguno denunció. ¿Por qué? Temor… https://t.co/ybF7Z2XAvO;NEU
616;"El fiscal Zaragoza: ""La independencia puede no ser idónea cuando el fiscal general ha ostentado un cargo político""… https://t.co/DJXsxdtsry";NEU
617;Solo puedo pensar en el dolor de esos padres y me dan ganas de llorar😭😭 💔 Que daño más grande, Un niño de 12 años,… https://t.co/t4s1bXwsak;NEU
618;"@diariodeteruel Del mismo autor de ""Teruel existe, como los perros y las serpientes"", llega ahora a las pantallas ""… https://t.co/wWbtpZ9J1U";NEU
619;@AlexaGissara @FatimaAleG @xit_zaragoza OHAAAA;NEU
620;Turkey;NEU
621;🔵 Encuesta «Inseguridad de agua en los hogares»;NEU
622;Universidad Iberoamericana;NEU
623;@ger_silvia @EnfrmraSaturada Falso. En Aragón la mayoría de las aulas cerradas son de infantil;NEU
624;@PepprNSalt La heraldo esmeralda dark souls 2;NEU
625;Fighting Stigma : Zaragoza en Común critica la “nefasta gestión de las Ayudas para el pago de la luz en ... — AraIn… https://t.co/wUR733cyQs;NEU
626;Pide protejer la vida https://t.co/jUk00U2RW1 https://t.co/qxWi1TGE85;NEU
627;@Elchelis Emiliano Franco, efectivamente nació en Zaragoza cuando Dario jugaba por allá, pero a lo que me refería e… https://t.co/MwrBbDiCmR;NEU
628;Coronada por su antecesora Marissa Navarro.;NEU
629;JOD3R ;NEU
630;Documentando en mi base de datos de Genealogía la presencia del apellido Clavería en Zaragoza (Central, Aragón) en… https://t.co/A3taNfDeFN;NEU
631;En el siguiente mapa interactivo elaborado por la periodista @haydi_carrasco de EL HERALDO Plus con datos de la… https://t.co/BXjzXEmMmH;NEU
632;¿Dónde está el anfiteatro romano de Zaragoza? El misterio nunca encontrado #BienInteresante #DeRomanos… https://t.co/9vyzqrOeG5;NEU
633;@heraldoes Y así muchas celebridades, deportistas de élite, políticos, famosos... que no se han vacunado, pero no h… https://t.co/Zu2slrh2wU;NEU
634;@jkooklm @Luchixx_12 Venga gente a ver si la ponen;NEU
635;Barcelona, Cataluña;NEU
636;El Zaragoza lo confirma: Lila se va;NEU
637;Buenos Aires🏠- Ciudad Real❤️;NEU
638;@vxerocomunista @MarcKlein_ @CtzenCaneSpain @Juanma_Saez @PepHernandez4 @DanielRodOrd @il_lustre @POZI1972… https://t.co/q6UU9h74rN;NEU
639;@AlexaGissara @FatimaAleG @justandrea_22 Todavía no lo acabo 😖 pero igual, quién pudiera 👀;NEU
640;@xiaraa_huesca esoooo vergaaaaa;NEU
641;@xit_zaragoza @justandrea_22 @AlexaGissara Pasémosle el libro a Andrea, para que nos entiendaaaa.🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️;NEU
642;La Asociación Autismo #Huesca se suma a la campaña 'Haz espacio' a las personas con Asperger https://t.co/KcHhANZ30H;NEU
643;@FatimaAleG @justandrea_22 @AlexaGissara Igual no entiende español pero me pregunto de que se trataba🧍🏻‍♀️;NEU
644;somewhere outer..;NEU
645;Sin, prensa, no nos enteramos, son oídos, ojos y voz de la sociedad, no debemos soltarles.;NEU
646;@xit_zaragoza @FatimaAleG @justandrea_22 ¿Viste el especial de San Valentín? Quién pudiera... https://t.co/sqhZWCQXyc;NEU
647;De verdad hay gente que es del Atletico de Madrid en 2022? Me refiero, puedes ser del Burgos, del Zaragoza o de la… https://t.co/xFxK7dwg11;NEU
648;#OBRAS nivel AMARILLO en A-2 #A2 (pk 316.3 al 316.8 creciente) ZARAGOZA #DGTZaragoza #DGT https://t.co/YnoeXgrZvc;NEU
649;@SoydeZaragoza Vivo en Maria de Huerva, suelo bajar en bici a zaragoza a trabajar.. es un paseo, vivir en Maria es… https://t.co/HssDZfQTjp;NEU
650;Condenada por denuncia falsa la joven que acusó de agresión sexual a un rival grafitero https://t.co/XaVg8WdtqW a través de @heraldoes;NEU
651;@ginaterremoto Qué tienen todas las respuestas;NEU
652;Una juez de Zaragoza condena a Vodafone a pagar 6.000 euros por vulnerar la intimidad y el descanso… https://t.co/hGzwawgdnb;NEU
653;@J_Zaragoza_ Menudo bocazas estas hecho. Vuestros pactos son un ejemplo a seguir.Vemga sigue chupando del bote;NEU
654;@xit_zaragoza @justandrea_22 @AlexaGissara El profe: ;NEU
655;Mexico;NEU
656;que tendrá la rosi aragon;NEU
657;@ricardomraphael @AdrianLarisC @heraldodemexico Pero no que El Heraldo no estaba comprado?;NEU
658;@FatimaAleG @justandrea_22 @AlexaGissara Yo leyendo irresistible error en clase.;NEU
659;somewhere outer..;NEU
660;@Juan91575022 @BelenLavallen @aragon_maylen estaba mal había sido;NEU
661;Un pueblo de Teruel se cuela en el top 10 europeo;NEU
662;España;NEU
663;Catalina de Aragón ;NEU
664;@JustoPedro_D Disculpa, ahora es cuando he podido entrar en Twitter y  leerte. ;NEU
665;ZARAGOZA - ESPAÑA;NEU
666;Rafael Aragón Landa, escritor en SoM-7 nos recomienda revisar el siguiente enlace https://t.co/JnPHqfL5cA https://t.co/h3IcCosFtg;NEU
667;Otra hazaña copera del @UMAAntequera para alcanzar los cuartos de final ante el @ADSala10 Zaragoza (5-3) https://t.co/OiL8JeJBUX;NEU
668;@AlexaGissara @xit_zaragoza @FatimaAleG Estoy segura=)));NEU
669;@AlexaGissara @justandrea_22 @FatimaAleG Don't worry baby. Cuando salgas se festeja con mucha delicia turca 😌 https://t.co/cQrlgXPXgX;NEU
670;@ComdBanana @JaviSantamarta Sí. La parroquieta se llama. Su muro  es al que yo me refería. Mudéjar (¿o quizá de la… https://t.co/zIalrIPgWR;NEU
671;@AlexaGissara @FatimaAleG @xit_zaragoza Eh entonces aguanta...;NEU
672;@justandrea_22 @xit_zaragoza @FatimaAleG Vos tranquila, acá te enseñamos ;NEU
673;@mugchick 2, que sean dos, por favor;NEU
674;@xit_zaragoza @justandrea_22 @FatimaAleG Lo se... https://t.co/ppi89YcWJ8;NEU
675;@AlexaGissara @xit_zaragoza @FatimaAleG Ya dije que yo estaba en esa parte, no tan obscura pero voy aprendiendo😂😂😂;NEU
676;@justandrea_22 @FatimaAleG @xit_zaragoza Mi autocastigo dio frutos... yo que soy una mujer de promesas las cumplo..… https://t.co/YoiSpJBbcn;NEU
677;@Juderias @aragon_memes Amor de madres!!;NEU
678;@justandrea_22 @AlexaGissara @FatimaAleG Exacto! ;NEU
679;somewhere outer..;NEU
680;@justandrea_22 @AlexaGissara @xit_zaragoza VERDAD? JAJAJAJAJAJA ELLA SOLITA SE METIO IN JAIL https://t.co/SNFuMwhYOQ;NEU
681;Luna helada, Luna de nieve,;NEU
682; una osadía.;NEU
683;@AlexaGissara @FatimaAleG @xit_zaragoza No seas mala...;NEU
684; no se por que😂;NEU
685;Turkey;NEU
686;@J_Zaragoza_ El PP con el PSOE no quiere nada. Sois muy mala gente. Mentirosa y tramposa.;NEU
687;@lfrm85 @Robert__Neville Te he preguntado porque me has dicho que eran válidos. A mi por ejemplo, Ana Beltrán no me… https://t.co/AqwCREEssg;NEU
688;"@FatimaAleG @justandrea_22 @AlexaGissara Que quede claro, Fátima María es la que insiste en ""dejarnos llevar"" y ser… https://t.co/DShTCNKMvZ";NEU
689;#Cali | La aeronave presentó fractura en el tren principal izquierdo cuando aterrizaba en el Aeropuerto Alfonso Bon… https://t.co/OvvyxYpPq6;NEU
690;@xit_zaragoza @justandrea_22 @AlexaGissara “Comemos” JAJAJAJAJA;NEU
691;@xit_zaragoza @FatimaAleG @AlexaGissara Te lo prometo;NEU
692;Documentando en mi base de datos de Genealogía la presencia del apellido Moliner en Huesca (Hoya de Huesca, Aragón)… https://t.co/EspyhRhxUY;NEU
693;@KamiKaz67046218 @micosapiens @DanielRodOrd @MarcKlein_ @vxerocomunista @sabina66801497 @il_lustre @POZI1972… https://t.co/Yyp9NezKfP;NEU
694;#VíaObstruida por vehículos en Ignacio Zaragoza entre Santiago Tapia y Manuel M. del Llano, Centro, #Monterrey vía… https://t.co/vdxP2cGX4h;NEU
695;Si ya tienen instalado Telegram en el móvil, solo deben pinchar el siguiente enlace y presionar en la parte inferio… https://t.co/Bs6RoY4lzO;NEU
696;@FatimaAleG @justandrea_22 @xit_zaragoza Lo que son los hilitos, lo que se dicen en los hilitos... LO QUE HACEN LOS… https://t.co/dL55xGVjHm;NEU
697;@CiudadanosCs @GuillermoDiazCs Sois tan imbéciles que os habéis olvidado que el viaje de Colon fue financiado por I… https://t.co/WkVOftyHos;NEU
698;Los dinosaurios gigantes de Teruel y Valencia vivieron en un clima estacional con lluvias de tipo monzónico https://t.co/WFAMk9cvjM;NEU
699;@tiramillas Vigo, Zaragoza, Bilbao, Valladolid y Córdoba;NEU
700;⚫️⚫️El rincón de José Carlos @JosCarlosGmez7 : Las hijas de Lot https://t.co/iKwxsuQWlU;NEU
701;@justandrea_22 @xit_zaragoza @AlexaGissara ¿No has estado de lleno en un hilito tipo LATAM? La cantidad de puercada… https://t.co/K55mGvli7I;NEU
702;@justandrea_22 @FatimaAleG @AlexaGissara Vale 😂 Mañana comemos más. https://t.co/xeqmecxJJr;NEU
703;@ldpsincomplejos @CONCHA_ZARAGOZA Quien fué a hablar... https://t.co/RF4Bn0JG7z;NEU
704;@justandrea_22 @FatimaAleG @xit_zaragoza Bien merecido, por tentarme 🙄🤌 https://t.co/mKyZJj3d3w;NEU
705;Buenas tardes les vengo a Mostrar mi Plantilla de mi equipo alguna sugerencia o consejo que me puedan dar  me servi… https://t.co/xD5sUhxp1f;NEU
706;@CarmenAColeman @lopezobrador_ @SSaludChiapas @JLMelenchon @evoespueblo @aragon_jb @DIVIZIO1 @MicaelaTacconi… https://t.co/9YcCt9Hb6Q;NEU
707;@J_Zaragoza_ Que pereza das!!!!;NEU
708;@Piridoxal @MeganeMercury Pues en Zaragoza una vez vi la tienda con una fila de no te miento 20 metros de largo mín… https://t.co/RwQB068mot;NEU
709;Gobierno de Aragón : No eliminar 15 ambulancias del medio rural - ¡Firma la petición! https://t.co/oVd8hKBUUi via @change_es;NEU
710;@heraldoes Bravo por ellos, en @la2_tve @La1_tve parece que sólo en España existe el flamenco....;NEU
711;@FatimaAleG @xit_zaragoza @AlexaGissara Tamam, es suficiente😂😂😂😂;NEU
712;Turkey;NEU
713;@guzher_milton Trabajo en el WTC, estudio en Azcapotzalco, vivo en Aragón y me la paso en nezatl.;NEU
714;"""Organizaciones como Artículo 19 y agrupaciones del gremio han registrado la denostación por parte de AMLO y sus fu… https://t.co/rSOpUGLfCT";NEU
715;@cotoparra_m Ahí partió todo....pero PQ Piñera no pudo frenar esto??? Y Heraldo opinando q no se han tomado medidas......🤦🤦🤦;NEU
716;I will go to the cinema in Zaragoza🇪🇦 to see El Hoyo;NEU
717;“Los desdeñan más por ignorancia, por desconocimiento de sus funciones y porque la agenda de AMLO y de Morena está… https://t.co/dZ1V1fkRC9;NEU
718;@Cicmty carros estacionados en lugar prohibido en Zaragoza entre Tapia y MM de Llano provocan transistores lento https://t.co/29DkJU7YtW;NEU
719;Porfirio Díaz: Así evito la PANDEMIA de Peste Negra en México;NEU
720;⚫️⚫️La necesaria judicialización de la política https://t.co/4U7YzB8CjW a través de @Disidentia;NEU
721;@J_Zaragoza_ Y vosotros de teloneros de matones;NEU
722;🔴🔴ÚLTIMA HORA🔴🔴 ;NEU
723;⚫️⚫️Apaciguar a los malos https://t.co/TKmc3HaV9H a través de @Disidentia;NEU
724;@FatimaAleG @justandrea_22 @xit_zaragoza Quítate, quítateeeeeeeeeee 🙈 https://t.co/VHnxKcHXsA;NEU
725;@xit_zaragoza @justandrea_22 @FatimaAleG Mejor me voy a trabajar, see ya! https://t.co/CwCSP4TYzg;NEU
726;⚫️⚫️¿Quién paga por el Caso Palau? Por @MiquelGimenezG1  ;NEU
727;ZARAGOZA - ESPAÑA;NEU
728;@Mr_morq @vlc_JI @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4… https://t.co/jMZswtj4bP;NEU
729;@AlexaGissara @justandrea_22 @FatimaAleG Alexa, mira un lavadero, se ve práctico👀 https://t.co/7yq7B8LNc7;NEU
730;#LigaExpansionxESPN @Elchelis el narrador se refiere a Emi Franco como “el español”, cuando es más Moreliano, el na… https://t.co/sxOgPXXy6L;NEU
731;@AlexaGissara @xit_zaragoza @FatimaAleG Lo siento mucho por ti;NEU
732;Turkey;NEU
733;@JosPastr Pepino de la huerta de Teruel;NEU
734;Es el rechazo @ionebelarra yo he ido por Madrid y a Hoteles y me semejo bastante. Cuantas veces he dormido en Zarag… https://t.co/0swYIO1rcE;NEU
735;@justandrea_22 @xit_zaragoza @FatimaAleG No ayudan, no ayudan... https://t.co/tM7rKnEoN2;NEU
736;📰 Jornadas 5 y 6 del Grupo B de la #eLaLigaSantander ;NEU
737;Málaga;NEU
738;@FatimaAleG @justandrea_22 @AlexaGissara También te amo Fati 👀;NEU
739;@FatimaAleG @justandrea_22 @xit_zaragoza TE AMAMOS FATI MARÍA ;NEU
740;" nerede? https://t.co/tEgKpQoJkP""";NEU
741;@AstoVirgy79 hizo una gira por las bodas  de Teruel y se ha hecho rico;NEU
742;S pain;NEU
743;@ACV___ @PepHernandez4 @goriladalazi @sabina66801497 @CtzenCaneSpain @CalimeroInfante @vlc_JI @naty_alfonsa… https://t.co/SVmRsPevh9;NEU
744;@BelenLavallen @gabrielavalosc @aragon_maylen Jajajaj se enoja la Belen 🤣🤣;NEU
745;@corang1954 @J_Zaragoza_ Inténtalo tú. Si el PP lo hubiese permitido en su momento ahora no tendrían que gobernar con v🤮x.;NEU
746;@FatimaAleG @xit_zaragoza @AlexaGissara A ti tambien te queremos;NEU
747;@justandrea_22 @xit_zaragoza @FatimaAleG Atrás tentación... atrás... ;NEU
748;Worldwide;NEU
749;⚫️⚫️ELECCIONES. PODÍA HABER GANADO ESPAÑA: LA DE LA ABSTENCIÓN. Rafael Dávila Álvarez https://t.co/rOc37VKR96 a través de @GeneralDavila;NEU
750;@GatitoJoseos Como gente con twitter en Teruel 🧛🏻‍♂️donde están yo los quiero conocer;NEU
751;Isabel II podría pagar el millonario acuerdo del príncipe Andrés de Inglaterra para evitar su demanda por abusos https://t.co/rQca064QeW;NEU
752;@justandrea_22 @FatimaAleG @xit_zaragoza NO PUEDO VERLO! grrrr (me odio) JAJAJAJAJA https://t.co/fw8p9RflN4;NEU
753;@AlexaGissara @xit_zaragoza @FatimaAleG Pero es un bombon, miraaa https://t.co/U9F8LJsjY2;NEU
754;⚫️⚫️Castellanías, por A-Burgos- Aquella machadiana Castilla, la de Delibes, le ha dado el primer gran revolcón elec… https://t.co/plDo21FsdX;NEU
755;@lal_aragon Buenas noches guapísima 😘;NEU
756;#LaLigaSmartBank ;NEU
757;Censura del Presidente Andrés Manuel?;NEU
758;🇺🇸  New York, US;NEU
759;Como presidente de AMUSDELI en esta nueva gestión la burocracia tuvo fin;NEU
760;¿Censura? Ricardo Raphael anuncia su salida de Heraldo Radio https://t.co/jN64DDkG6j vía @ricardoalemanmx;NEU
761;@xit_zaragoza @FatimaAleG @AlexaGissara Yo mas;NEU
762;Mi control murió mientras mataba a un heraldo de estos y se me murieron todos los personajes 😭😭 https://t.co/PJ56RKRGLZ;NEU
763;La importancia del equipo regiones-clusters...;NEU
764;Zaragoza, Spain;NEU
765;@xit_zaragoza @FatimaAleG @justandrea_22 Necesitan una bañera de hielo, les comparto una... 😎🔥 https://t.co/6t65Uodask;NEU
766;@calvianer @J_Zaragoza_ ¿Quién ha dicho que lo tenga que permitir? Venga, sigue intentándolo.;NEU
767;@fsabes @Quique7752 @PSOE Azcón no es más que un faltón y un chulopueblo, que da asco cada vez que abre la boca y c… https://t.co/i5dTGXjvTi;NEU
768;@AlexaGissara @FatimaAleG @xit_zaragoza Encantada https://t.co/GJhGBr0GV8;NEU
769;@xit_zaragoza @FatimaAleG @justandrea_22 A veces hay que... dejarse llevar JAJAJAJAJAJA ;NEU
770;"… https://t.co/XKB89GFNYF""";NEU
771;#OBrasPúblicas:;NEU
772;Zaragoza, Aragón, España;NEU
773;Nueva noticia (Cancelados ensayos sábado 19 de febrero) ha sido publicada Asociación Cultural Falla Vicente Sancho… https://t.co/NeJFwJDdZL;NEU
774;@FatimaAleG @AlexaGissara @xit_zaragoza Yo siempre estube de este lado, hermana 😂😂;NEU
775;Turkey;NEU
776;Zaragoza Lions y Valencia Ales del Crepuscle se aseguran la victoria en esta ronda 3 contra Giraldevoir y Madrid Wi… https://t.co/9ejevrwmkH;NEU
777;#ObrasPúblicas:;NEU
778;Zaragoza, Aragón, España;NEU
779;@amigamexa @karl_teichmann que poca madre del pinche cacas, pero que mamada del heraldo, que CHASRPM;NEU
780;@FatimaAleG @justandrea_22 @xit_zaragoza ¡Bienvenida al morboseo Andrea! ;NEU
781;" dice hola 😏🔥 https://t.co/SgGY0m5y9b""";NEU
782;A ver si es verdad que alguien toma el timón del Real Zaragoza, antes que este naufrague de verdad.;NEU
783;Antonio Angulo Araguás: un padre, un amigo, un jefe bueno;NEU
784;@justandrea_22 @FatimaAleG @AlexaGissara Te amo Andrea 😂;NEU
785;@justandrea_22 @FatimaAleG @xit_zaragoza Si necesitas un protector... Kerem es el ideal... (dicen 🤫) https://t.co/yY8OzXmumq;NEU
786;Espera mañana solo tenemos puente los de huesca?;NEU
787;#Economía:;NEU
788;" de granero a despensa’ sento… https://t.co/EfKAeCk7xR""";NEU
